amount,transaction_type,merchant_category,hour,location_risk,device_trusted,failed_attempts,is_international,is_fraud
26977.98,Payment,Travel,22,34,1,3,0,0
55908.42,Purchase,Travel,23,73,0,3,1,1
51937.7,Transfer,Travel,20,87,0,3,0,1
56304.02,Withdrawal,Entertainment,1,15,1,0,0,0
56781.26,Withdrawal,Fuel,21,17,1,2,0,0
47574.27,Refund,Entertainment,22,41,0,3,0,1
1771.18,Purchase,Shopping,21,2,1,2,0,0
89234.06,Transfer,Restaurant,16,95,0,5,0,1
71596.64,Payment,ATM,12,89,0,5,0,1
6407.4,Refund,Entertainment,10,95,0,1,0,0
20076.25,Payment,Grocery,21,67,1,4,0,0
25474.02,Transfer,ATM,21,16,1,3,0,0
59843.61,Transfer,Entertainment,15,7,1,3,1,1
8842.64,Deposit,Entertainment,17,23,0,1,0,0
86396.28,Refund,Travel,14,79,1,0,0,1
5457.61,Deposit,Electronics,21,48,0,3,0,0
59052.06,Refund,Shopping,20,12,0,3,1,1
36927.26,Refund,Grocery,17,100,1,0,0,0
59240.82,Payment,Entertainment,14,48,1,5,0,1
70208.21,Purchase,Fuel,6,13,0,5,0,1
57941.63,Refund,Entertainment,18,80,1,3,0,1
25403.65,Deposit,ATM,11,60,0,0,0,0
53083.22,Transfer,Travel,2,81,0,1,0,1
2750.01,Withdrawal,Restaurant,16,98,1,4,0,0
16569.56,Refund,Electronics,9,94,1,3,0,0
9122.22,Refund,Entertainment,22,24,1,1,0,0
51451.94,Refund,Travel,6,57,1,1,0,0
7852.0,Deposit,ATM,17,47,0,1,1,0
52845.99,Withdrawal,Grocery,13,51,1,2,0,0
14506.3,Deposit,Grocery,11,74,1,1,0,0
56896.08,Transfer,Restaurant,15,100,1,2,0,1
33863.74,Refund,Restaurant,0,92,1,4,0,0
29338.01,Refund,Electronics,14,7,1,4,1,0
25799.07,Refund,Healthcare,4,58,0,4,0,0
45332.33,Withdrawal,Utility,22,79,0,0,0,1
33793.88,Deposit,Shopping,17,72,0,1,1,0
19028.71,Payment,Grocery,17,57,1,0,0,0
5327.4,Withdrawal,Healthcare,21,23,1,2,0,0
53729.96,Withdrawal,ATM,18,28,0,0,0,1
56858.19,Payment,Healthcare,1,5,0,5,0,1
79937.13,Payment,Grocery,18,66,0,0,0,1
52888.64,Withdrawal,Grocery,14,14,1,4,0,1
81418.0,Deposit,Healthcare,11,4,0,3,0,1
16880.51,Payment,Shopping,11,71,0,4,1,0
10326.43,Refund,Healthcare,13,84,1,2,0,0
18235.88,Withdrawal,Shopping,12,33,0,2,0,0
23271.96,Transfer,Utility,2,90,1,2,0,0
54746.88,Refund,Shopping,9,7,1,3,0,1
42260.94,Purchase,Entertainment,21,5,0,1,0,1
23893.74,Refund,Electronics,3,89,1,0,1,0
24581.34,Deposit,Electronics,0,75,1,4,0,0
62085.59,Withdrawal,Electronics,12,72,1,3,0,1
12940.15,Purchase,Healthcare,2,5,0,2,0,0
47862.81,Refund,Travel,23,39,0,5,0,1
79514.35,Deposit,Entertainment,9,19,1,5,0,1
2321.16,Payment,Fuel,15,87,0,0,1,0
26630.5,Purchase,Healthcare,8,50,0,0,0,0
76424.75,Transfer,Travel,15,10,0,5,1,1
1581.72,Deposit,Electronics,8,19,0,0,0,0
82164.84,Deposit,Shopping,2,30,1,5,1,1
10459.42,Purchase,Utility,1,25,0,4,0,0
3499.77,Purchase,Restaurant,23,34,0,2,1,0
18942.4,Deposit,Healthcare,21,86,0,1,0,0
16882.25,Payment,Electronics,13,93,1,0,0,0
13403.38,Refund,ATM,11,21,1,0,0,0
36250.68,Transfer,Travel,13,40,1,3,0,0
23201.22,Purchase,Shopping,1,12,0,5,0,0
35897.31,Withdrawal,Travel,15,46,1,4,0,0
39629.22,Transfer,Entertainment,14,46,1,2,1,0
13262.47,Payment,Entertainment,12,57,1,4,0,0
10045.28,Deposit,Shopping,3,51,1,0,0,0
12056.15,Withdrawal,Fuel,3,55,1,5,0,0
24006.6,Withdrawal,Healthcare,23,37,0,0,0,0
67599.39,Purchase,Grocery,9,74,0,2,0,1
24079.33,Refund,Shopping,6,55,1,0,0,0
28928.35,Purchase,Travel,19,86,0,4,0,0
27583.77,Transfer,Restaurant,19,59,0,0,0,0
29926.49,Refund,Restaurant,8,12,0,4,0,0
54426.79,Purchase,ATM,10,8,0,2,0,1
41336.74,Payment,Healthcare,1,17,1,1,0,0
80643.73,Purchase,Shopping,10,75,1,0,0,1
34273.76,Deposit,Electronics,11,44,1,4,0,0
23546.18,Withdrawal,Healthcare,2,78,1,0,1,0
6639.57,Transfer,Restaurant,12,6,0,4,0,0
9154.01,Payment,Grocery,6,17,0,5,0,0
16124.17,Transfer,Restaurant,17,26,1,0,0,0
20342.08,Deposit,ATM,3,61,0,0,1,0
33226.93,Transfer,Shopping,3,9,0,2,1,0
967.55,Withdrawal,Entertainment,3,16,1,1,1,0
51903.25,Purchase,Travel,6,70,1,2,0,0
5371.6,Transfer,Travel,20,75,1,3,0,0
18687.51,Deposit,Electronics,4,16,0,0,0,0
57604.95,Transfer,Entertainment,12,90,1,1,0,1
79337.77,Payment,Fuel,2,43,0,4,0,1
660.3,Purchase,Electronics,9,54,0,5,0,0
22399.29,Deposit,Shopping,8,77,1,2,1,0
30991.62,Refund,Restaurant,13,8,0,3,0,0
57134.96,Withdrawal,Restaurant,11,31,0,5,0,1
60742.64,Transfer,Electronics,14,45,0,4,0,1
30425.29,Transfer,Shopping,4,44,1,2,0,0
46060.27,Refund,Entertainment,2,19,0,5,0,1
28926.1,Transfer,Grocery,15,27,0,5,0,0
23266.52,Withdrawal,ATM,8,88,1,3,0,0
62843.7,Payment,Utility,6,13,0,4,1,1
1484.17,Withdrawal,Shopping,18,59,1,2,1,0
36512.98,Deposit,Electronics,5,11,1,1,0,0
78538.55,Deposit,Restaurant,19,30,1,1,1,1
44615.08,Withdrawal,Shopping,16,16,1,3,0,1
16967.59,Payment,Grocery,9,7,0,4,1,0
12417.59,Payment,Utility,0,50,1,4,0,0
59629.94,Transfer,Utility,16,21,0,2,0,1
35473.44,Purchase,Entertainment,17,67,1,1,0,0
76655.99,Withdrawal,ATM,12,4,1,5,0,1
28268.41,Withdrawal,ATM,3,77,0,4,0,0
47440.01,Deposit,Shopping,21,85,1,2,0,1
30312.95,Payment,Grocery,6,85,0,5,1,0
73405.22,Payment,Travel,18,24,1,4,0,1
27690.3,Refund,Entertainment,9,42,1,4,0,0
78706.26,Purchase,ATM,23,94,1,4,0,1
40786.63,Transfer,Electronics,23,30,1,2,0,0
79803.64,Payment,Fuel,18,13,0,4,0,1
41062.27,Transfer,Utility,22,1,0,1,0,1
75942.07,Purchase,Utility,20,19,1,4,0,1
19625.57,Deposit,Fuel,14,16,0,2,0,0
6640.66,Purchase,Fuel,17,78,1,0,0,0
57477.85,Deposit,Utility,9,97,1,3,0,1
58637.8,Deposit,Restaurant,12,44,0,4,0,1
21830.13,Purchase,Fuel,6,59,0,5,0,0
58709.69,Payment,Shopping,5,15,0,0,0,1
5069.49,Refund,Electronics,7,99,1,4,0,0
15951.61,Deposit,Entertainment,20,24,1,2,0,0
49252.09,Transfer,Travel,16,73,1,1,0,1
50957.64,Refund,ATM,16,67,1,2,0,0
21962.07,Refund,Fuel,19,57,1,0,0,0
8249.55,Refund,Shopping,9,46,1,2,0,0
11230.28,Purchase,Travel,9,94,1,1,0,0
65517.71,Refund,ATM,12,58,0,1,0,1
311.23,Deposit,Entertainment,23,28,0,1,0,0
71793.59,Purchase,Utility,2,78,1,2,1,1
82700.76,Transfer,Electronics,12,53,0,0,0,1
73932.67,Transfer,Shopping,23,49,0,3,0,1
7735.68,Withdrawal,Entertainment,12,32,1,5,0,0
54481.18,Deposit,Shopping,14,15,1,2,0,0
19986.83,Purchase,Travel,7,98,0,4,1,0
26822.46,Transfer,Fuel,5,65,1,3,0,0
5483.51,Payment,Healthcare,13,8,0,1,0,0
22443.8,Transfer,Shopping,17,23,1,0,0,0
15554.21,Payment,Electronics,18,76,1,5,1,0
56920.69,Purchase,Grocery,19,62,0,3,0,1
13801.82,Purchase,Utility,21,10,0,5,0,0
11024.7,Transfer,Entertainment,3,13,1,2,0,0
21778.21,Transfer,Grocery,4,57,0,0,0,0
11515.23,Purchase,Electronics,7,4,0,4,0,0
21206.69,Purchase,Entertainment,20,80,1,5,0,0
1846.29,Withdrawal,Fuel,6,34,1,0,1,0
84342.27,Payment,Electronics,23,28,1,3,1,1
60966.1,Purchase,Entertainment,0,55,0,2,0,1
39599.17,Purchase,Shopping,7,23,1,0,0,0
54742.88,Deposit,Healthcare,1,59,0,2,0,1
51865.9,Withdrawal,Travel,7,13,1,1,0,0
17489.31,Payment,Electronics,11,86,1,1,0,0
52721.19,Deposit,Electronics,2,32,1,0,0,0
32417.75,Purchase,Fuel,13,94,0,3,0,0
50987.58,Withdrawal,Travel,20,23,1,1,0,0
85819.6,Deposit,ATM,13,65,1,3,0,1
26400.67,Refund,Healthcare,10,97,1,4,0,0
19890.93,Refund,Restaurant,2,80,1,3,1,0
37045.77,Purchase,Fuel,20,32,1,2,0,0
56270.13,Purchase,Utility,20,89,1,2,1,1
84530.31,Deposit,Grocery,23,22,0,0,1,1
33413.93,Transfer,Entertainment,10,88,0,5,0,0
50121.1,Purchase,Electronics,2,65,0,3,1,1
28419.22,Purchase,Shopping,2,70,0,5,0,0
30567.77,Purchase,Electronics,3,6,1,3,0,0
89608.23,Deposit,Healthcare,8,90,1,2,0,1
58396.79,Deposit,Fuel,11,52,1,1,0,0
553.59,Deposit,Electronics,18,88,1,0,0,0
87113.65,Transfer,Travel,23,88,0,3,0,1
10440.13,Purchase,Entertainment,10,46,0,2,1,0
17972.7,Purchase,Grocery,0,69,1,5,1,0
10807.25,Purchase,Healthcare,7,59,1,1,0,0
33865.04,Transfer,Travel,13,75,0,0,0,0
51440.57,Transfer,Healthcare,17,72,0,5,0,1
57450.0,Payment,Electronics,18,87,0,1,1,1
54379.0,Purchase,Fuel,10,89,0,3,0,1
37583.47,Refund,Travel,3,89,1,5,0,0
83274.71,Refund,Healthcare,1,86,0,3,0,1
5865.81,Withdrawal,Restaurant,18,59,0,0,0,0
73510.45,Deposit,Grocery,14,49,0,2,0,1
41568.13,Deposit,Utility,1,33,0,2,0,1
7945.69,Payment,ATM,22,53,1,5,0,0
73540.52,Transfer,Healthcare,18,51,1,0,1,1
7094.77,Withdrawal,Utility,4,27,0,2,1,0
73378.5,Withdrawal,Electronics,12,95,1,1,1,1
39258.07,Deposit,Fuel,15,30,1,1,0,0
17506.7,Transfer,Fuel,12,70,1,5,0,0
59042.18,Purchase,Entertainment,16,68,1,4,0,1
7675.92,Deposit,Restaurant,6,94,0,2,0,0
25036.32,Payment,ATM,10,27,1,5,0,0
1585.15,Transfer,Grocery,9,40,1,1,0,0
43513.92,Transfer,Healthcare,3,52,0,0,1,1
13323.17,Payment,Healthcare,3,63,0,0,0,0
7094.27,Payment,ATM,0,33,1,2,0,0
52340.58,Deposit,Grocery,13,87,1,0,0,1
37676.78,Purchase,Shopping,10,54,0,1,0,0
16602.94,Purchase,Shopping,16,65,0,3,0,0
62065.42,Purchase,Utility,10,31,0,4,1,1
88225.12,Refund,Entertainment,12,57,0,2,0,1
2783.96,Payment,Grocery,2,95,1,5,0,0
60756.71,Transfer,Shopping,10,98,1,4,0,1
4003.24,Payment,Utility,18,22,0,1,1,0
30842.0,Refund,Travel,4,52,0,3,0,0
51499.5,Payment,Grocery,21,75,1,4,0,1
56457.22,Payment,Fuel,0,9,1,2,0,0
33280.81,Payment,Electronics,7,29,0,5,0,0
13764.3,Deposit,ATM,22,53,0,2,0,0
38546.79,Purchase,Healthcare,21,31,1,1,0,0
557.99,Payment,ATM,3,86,1,1,0,0
298.33,Refund,Electronics,17,64,1,1,0,0
58135.98,Payment,Entertainment,2,4,0,0,1,1
31799.08,Deposit,Electronics,18,45,0,3,0,0
59847.53,Withdrawal,Fuel,18,90,1,2,0,1
33729.78,Purchase,Healthcare,11,3,0,4,0,0
23148.42,Refund,Travel,1,30,1,2,0,0
52513.04,Purchase,Fuel,10,9,1,1,1,1
19739.44,Refund,ATM,21,11,0,2,0,0
65459.83,Deposit,Fuel,2,20,0,5,0,1
49023.94,Purchase,Grocery,21,50,0,1,0,1
28135.48,Refund,Utility,19,89,1,3,0,0
1395.98,Payment,Travel,13,95,1,5,0,0
89569.64,Refund,Healthcare,11,18,0,3,0,1
41679.47,Deposit,Grocery,6,64,1,2,0,0
21725.04,Withdrawal,Restaurant,0,76,1,5,0,0
60350.55,Deposit,Fuel,11,42,1,4,0,1
8959.38,Purchase,Healthcare,2,31,1,5,0,0
60650.4,Transfer,Shopping,13,14,0,1,0,1
29609.56,Purchase,Restaurant,3,10,0,5,0,0
54508.57,Withdrawal,Entertainment,15,92,0,4,0,1
6320.15,Transfer,Fuel,23,20,0,0,0,0
30491.58,Refund,Grocery,18,71,0,5,0,0
11375.78,Refund,ATM,6,29,0,0,0,0
1171.0,Deposit,ATM,2,81,1,0,0,0
32781.49,Refund,Fuel,17,73,1,5,0,0
10836.28,Transfer,Restaurant,6,98,1,5,1,0
29210.06,Refund,Restaurant,11,65,0,2,1,0
34175.17,Refund,Entertainment,16,5,1,3,1,0
55691.63,Withdrawal,Healthcare,9,54,1,2,0,0
1792.46,Deposit,Travel,18,68,1,2,0,0
34651.07,Deposit,ATM,5,88,1,0,0,0
33309.96,Payment,Travel,8,19,0,5,0,0
75290.83,Refund,Grocery,2,39,1,3,0,1
25053.14,Purchase,Travel,19,51,1,4,1,0
53263.99,Refund,Electronics,8,7,0,2,0,1
56725.98,Transfer,Restaurant,13,59,0,5,0,1
21625.86,Deposit,Utility,1,65,0,0,1,0
23400.34,Refund,Entertainment,13,12,1,2,1,0
3043.27,Refund,Healthcare,18,8,1,3,0,0
10088.51,Purchase,Entertainment,3,13,1,0,0,0
31309.14,Withdrawal,Travel,18,54,0,3,0,0
17393.32,Transfer,Fuel,5,98,1,0,0,0
49920.55,Payment,Grocery,23,35,1,4,1,1
31443.38,Transfer,Travel,14,96,1,3,1,0
38155.85,Withdrawal,Entertainment,20,28,1,4,0,0
13323.01,Refund,ATM,21,61,0,5,0,0
16570.65,Transfer,ATM,22,98,0,3,1,0
3315.77,Payment,Healthcare,6,25,1,0,1,0
48945.57,Transfer,Travel,0,15,0,1,0,1
58509.58,Transfer,Restaurant,23,12,1,5,0,1
1312.86,Payment,Restaurant,3,65,1,1,0,0
44744.46,Withdrawal,Entertainment,3,87,0,0,0,1
26751.79,Withdrawal,Entertainment,6,22,0,0,0,0
58067.11,Refund,Travel,15,61,1,3,0,1
28247.33,Purchase,Electronics,2,67,1,3,0,0
17040.24,Payment,Restaurant,23,39,0,0,0,0
50685.41,Payment,Utility,23,33,0,4,0,1
31590.22,Purchase,Travel,23,14,0,0,0,0
80792.84,Deposit,Shopping,17,98,0,3,1,1
31966.54,Transfer,Entertainment,7,48,1,5,0,0
28403.63,Deposit,Shopping,12,82,0,2,0,0
50056.82,Withdrawal,Utility,9,43,1,0,0,0
7523.23,Payment,Fuel,14,34,1,4,0,0
14941.45,Deposit,ATM,17,4,1,0,0,0
19960.05,Payment,Utility,16,14,0,5,0,0
27179.82,Transfer,Fuel,7,57,0,4,1,0
85661.23,Deposit,Grocery,8,87,0,2,0,1
22136.0,Purchase,Restaurant,12,35,0,1,0,0
45474.26,Purchase,Entertainment,7,17,1,3,0,1
4163.48,Deposit,Shopping,9,5,0,2,0,0
70709.39,Purchase,ATM,18,63,1,3,1,1
53428.19,Deposit,Entertainment,21,50,1,4,0,1
34936.2,Refund,Restaurant,12,82,0,5,1,0
85720.3,Refund,Grocery,22,73,1,5,0,1
79071.34,Refund,Shopping,7,90,0,4,0,1
88508.14,Payment,Fuel,8,1,0,0,0,1
24728.95,Payment,Healthcare,12,62,1,2,0,0
18377.37,Withdrawal,Fuel,4,83,1,0,0,0
45146.58,Payment,Utility,23,67,1,4,0,1
1804.09,Refund,Travel,8,62,1,1,0,0
39743.33,Refund,ATM,23,20,0,2,0,0
77422.23,Purchase,Healthcare,5,91,1,1,0,1
36454.73,Withdrawal,Healthcare,19,21,1,0,1,0
18958.75,Payment,Travel,15,29,1,1,1,0
49481.31,Purchase,Fuel,4,2,1,1,0,0
429.41,Transfer,ATM,21,70,0,2,1,0
38489.21,Withdrawal,Fuel,8,64,0,1,0,0
3668.05,Deposit,Electronics,7,94,0,3,0,0
34383.63,Refund,Healthcare,0,79,1,2,0,0
37675.46,Withdrawal,Shopping,11,42,1,0,1,0
75663.43,Withdrawal,Fuel,0,5,0,5,0,1
61694.76,Deposit,ATM,3,29,0,5,1,1
24512.31,Deposit,Utility,1,36,0,4,0,0
30604.88,Purchase,Entertainment,8,13,1,0,0,0
47778.01,Withdrawal,Fuel,9,15,0,5,0,1
43301.54,Purchase,Fuel,7,23,0,5,0,1
55594.82,Purchase,Restaurant,18,74,0,5,0,1
10406.67,Purchase,Healthcare,5,64,0,2,0,0
41456.51,Purchase,Healthcare,19,11,1,0,0,0
72480.84,Purchase,ATM,18,44,0,5,0,1
38192.65,Refund,Healthcare,21,23,0,2,0,0
56639.29,Purchase,ATM,20,39,0,4,1,1
35715.75,Purchase,Utility,13,31,0,5,0,0
48850.37,Deposit,Electronics,3,45,1,1,0,0
56348.81,Deposit,Utility,1,11,1,0,0,0
39904.71,Transfer,Shopping,16,18,0,3,0,0
37007.69,Payment,Fuel,20,81,0,5,0,0
8790.73,Withdrawal,Fuel,22,64,0,3,0,0
59171.91,Deposit,ATM,6,79,1,1,0,1
24779.9,Withdrawal,Grocery,23,82,1,3,0,0
89119.18,Deposit,Utility,19,92,0,3,1,1
1401.99,Payment,ATM,9,35,0,0,0,0
18638.82,Refund,Utility,4,42,0,1,0,0
1079.1,Deposit,ATM,14,6,1,5,0,0
87386.73,Refund,Entertainment,17,66,1,4,1,1
16159.43,Purchase,Fuel,22,19,1,2,0,0
19249.65,Withdrawal,Entertainment,2,55,1,4,0,0
50176.12,Purchase,Electronics,10,56,0,1,0,1
57744.09,Purchase,Entertainment,0,38,1,5,0,1
40664.63,Payment,Grocery,10,85,1,2,1,1
18885.65,Withdrawal,ATM,3,22,1,4,0,0
73658.23,Withdrawal,Restaurant,8,46,0,1,0,1
3118.26,Payment,ATM,14,65,0,1,0,0
2692.89,Deposit,Fuel,1,65,1,5,0,0
15401.64,Transfer,Entertainment,8,44,0,1,0,0
4830.55,Transfer,Shopping,11,56,1,5,0,0
59308.51,Payment,Healthcare,22,32,1,0,0,0
35618.1,Transfer,Healthcare,22,90,0,5,0,0
4434.23,Transfer,Travel,11,35,0,1,0,0
54230.91,Purchase,Utility,22,74,1,4,0,1
64723.74,Withdrawal,Shopping,7,19,1,5,1,1
70540.93,Refund,Entertainment,23,29,0,2,0,1
4122.24,Transfer,Utility,17,84,1,5,0,0
902.36,Payment,Restaurant,17,71,0,4,0,0
9932.73,Deposit,Travel,23,73,0,2,0,0
14753.41,Purchase,Shopping,18,94,1,3,0,0
13443.17,Purchase,Electronics,13,49,1,2,1,0
49245.61,Deposit,Entertainment,7,1,0,5,0,1
74983.71,Withdrawal,Travel,18,6,0,2,1,1
62545.47,Deposit,Travel,10,92,1,4,0,1
43341.84,Deposit,Utility,6,44,0,5,0,1
50514.81,Payment,Fuel,11,97,1,3,0,1
24179.58,Payment,Travel,13,88,1,2,1,0
30574.33,Purchase,Entertainment,6,32,1,2,0,0
27628.95,Purchase,Utility,3,11,0,3,1,0
57752.22,Payment,ATM,7,79,0,2,1,1
24992.18,Payment,ATM,5,65,1,0,0,0
37887.57,Deposit,Shopping,6,64,1,3,1,0
24941.11,Purchase,Utility,23,28,0,5,0,0
54662.37,Purchase,Electronics,1,61,1,3,1,1
25749.44,Deposit,Travel,1,27,1,4,0,0
6634.96,Deposit,Travel,9,79,0,5,1,0
61692.6,Transfer,Entertainment,9,71,1,3,0,1
52602.55,Payment,Entertainment,9,55,0,1,1,1
8704.33,Transfer,Fuel,17,100,1,3,0,0
24665.11,Purchase,ATM,20,19,0,3,0,0
22733.94,Deposit,Travel,13,54,1,1,0,0
45490.03,Deposit,Grocery,15,21,1,5,1,1
64461.71,Deposit,Restaurant,13,48,1,3,0,1
53884.83,Transfer,Utility,20,16,1,2,0,0
56482.92,Withdrawal,Entertainment,3,92,0,1,0,1
27378.66,Transfer,Utility,5,35,1,4,0,0
48012.88,Transfer,Shopping,22,24,1,0,0,0
30818.59,Deposit,Electronics,0,75,1,5,1,0
13343.38,Purchase,Shopping,7,27,0,3,0,0
20476.94,Withdrawal,Electronics,11,51,1,3,0,0
32630.99,Withdrawal,Grocery,17,100,1,0,0,0
18524.43,Payment,Grocery,12,73,1,5,0,0
3904.69,Refund,Shopping,19,47,1,5,0,0
12853.3,Withdrawal,Grocery,17,76,1,2,1,0
55912.04,Deposit,Grocery,8,8,1,2,0,0
23902.6,Purchase,Entertainment,12,82,0,1,0,0
5380.16,Transfer,Healthcare,16,45,0,4,1,0
53697.44,Purchase,Healthcare,16,3,0,2,1,1
46943.21,Deposit,ATM,16,91,1,2,0,1
32353.91,Withdrawal,Healthcare,18,32,1,0,0,0
45404.72,Refund,Fuel,14,73,0,2,0,1
54418.64,Deposit,Healthcare,10,70,0,2,1,1
4589.03,Purchase,ATM,23,77,1,1,1,0
55274.19,Transfer,Travel,21,57,0,2,0,1
24731.65,Withdrawal,Grocery,11,15,0,4,0,0
14616.77,Payment,ATM,18,56,0,0,1,0
26899.26,Withdrawal,Shopping,11,51,0,3,0,0
16301.12,Deposit,Grocery,3,43,0,5,0,0
24366.54,Purchase,Entertainment,4,79,0,1,0,0
5397.31,Purchase,Restaurant,8,25,0,2,1,0
69066.16,Withdrawal,Grocery,10,63,1,4,0,1
2090.45,Purchase,Entertainment,16,24,1,1,1,0
40571.87,Transfer,Travel,12,40,1,1,0,0
999.31,Purchase,Utility,12,82,0,3,0,0
15906.9,Deposit,ATM,12,6,1,3,0,0
57189.21,Deposit,Travel,18,99,0,2,0,1
12480.53,Purchase,Entertainment,22,87,0,2,1,0
54587.35,Payment,Grocery,13,87,0,0,0,1
25693.72,Withdrawal,Restaurant,0,30,1,3,0,0
11943.81,Transfer,Utility,7,6,0,3,0,0
24080.94,Purchase,Restaurant,23,96,1,1,0,0
17582.04,Refund,ATM,10,94,0,2,0,0
31571.58,Refund,Travel,3,81,0,5,1,0
67300.3,Refund,Restaurant,18,21,0,0,0,1
23264.35,Transfer,Shopping,14,30,0,5,0,0
3361.99,Payment,Entertainment,23,52,0,4,0,0
64463.59,Purchase,Utility,6,61,0,1,1,1
22383.84,Transfer,Restaurant,16,85,1,0,0,0
9910.11,Payment,Grocery,9,35,1,2,0,0
10399.92,Withdrawal,Travel,20,66,1,5,0,0
81049.79,Purchase,ATM,8,30,0,2,0,1
31310.1,Deposit,Healthcare,23,66,0,0,0,0
59985.22,Payment,Grocery,17,4,1,2,0,0
47031.49,Withdrawal,ATM,17,47,1,3,1,1
36176.6,Deposit,Healthcare,5,62,0,4,0,0
79375.69,Payment,Travel,9,95,1,5,0,1
15181.32,Deposit,Grocery,23,47,0,3,0,0
15535.07,Deposit,Electronics,22,50,1,4,0,0
47253.01,Payment,Shopping,1,45,1,2,0,0
17291.53,Refund,Fuel,11,66,0,2,0,0
5893.24,Purchase,Shopping,14,34,1,4,0,0
23391.88,Refund,ATM,6,13,0,2,1,0
33032.0,Refund,Entertainment,19,94,1,3,0,0
6312.67,Transfer,Electronics,12,42,1,0,0,0
1891.58,Payment,Shopping,21,58,1,5,0,0
25429.49,Payment,Entertainment,6,17,1,1,0,0
20286.42,Purchase,Fuel,10,97,1,4,1,0
27667.85,Withdrawal,Travel,15,71,1,3,1,0
38338.86,Withdrawal,Entertainment,0,29,0,0,0,0
52804.12,Deposit,Fuel,8,42,1,0,0,0
32734.39,Payment,ATM,18,65,1,2,0,0
63853.76,Transfer,Electronics,19,77,1,4,0,1
54964.56,Withdrawal,Shopping,18,81,0,4,0,1
16658.38,Refund,Entertainment,0,22,0,1,0,0
11487.89,Deposit,Restaurant,4,63,0,1,0,0
8125.17,Payment,Travel,17,96,0,0,1,0
4323.46,Refund,Entertainment,23,79,1,0,0,0
7066.44,Transfer,Utility,14,60,0,3,0,0
8625.42,Transfer,ATM,6,68,0,4,1,0
31156.24,Deposit,Utility,16,97,1,0,0,0
46393.97,Refund,Electronics,18,22,0,5,0,1
40122.19,Deposit,Healthcare,1,17,1,5,0,1
22544.72,Withdrawal,Travel,21,72,1,2,0,0
18042.71,Transfer,Grocery,16,41,1,1,0,0
59212.45,Transfer,Healthcare,19,23,1,3,1,1
71625.96,Refund,Entertainment,13,72,0,2,0,1
11367.13,Withdrawal,Healthcare,2,26,0,3,0,0
36082.4,Withdrawal,Entertainment,21,39,0,4,0,0
31302.82,Transfer,Healthcare,9,72,0,1,0,0
5674.97,Withdrawal,Utility,7,46,0,4,0,0
33859.71,Payment,Shopping,13,33,1,5,0,0
1739.14,Payment,Electronics,5,2,1,1,1,0
85693.58,Purchase,ATM,1,49,0,2,1,1
17496.68,Purchase,Fuel,4,46,1,1,0,0
25488.15,Payment,Entertainment,4,79,0,5,0,0
55347.48,Transfer,Healthcare,11,54,1,3,0,1
29066.4,Purchase,Electronics,1,73,1,5,0,0
33382.34,Transfer,Restaurant,16,68,0,2,1,0
87954.99,Deposit,Restaurant,14,12,0,3,0,1
67555.41,Transfer,Entertainment,19,14,0,5,1,1
31756.14,Payment,Travel,16,98,0,2,0,0
3516.12,Payment,Fuel,7,78,0,3,0,0
20746.9,Deposit,Utility,2,74,1,3,0,0
54235.48,Payment,Fuel,3,2,0,0,0,1
81157.59,Purchase,ATM,9,6,1,5,0,1
59650.1,Purchase,Grocery,6,57,0,4,1,1
58203.78,Transfer,Entertainment,6,76,0,0,0,1
8358.4,Withdrawal,Utility,16,25,1,5,1,0
58296.85,Withdrawal,Electronics,23,36,1,0,0,0
62446.69,Payment,Grocery,23,48,1,5,0,1
17417.35,Withdrawal,Restaurant,12,18,0,0,0,0
1964.87,Purchase,Healthcare,22,66,1,3,0,0
4955.71,Deposit,ATM,16,51,0,4,0,0
11606.37,Purchase,Restaurant,3,76,1,5,0,0
85882.05,Refund,Electronics,6,95,1,4,0,1
41163.84,Deposit,Healthcare,14,68,0,2,0,1
12879.81,Refund,Shopping,15,69,0,5,0,0
38621.19,Purchase,Utility,4,26,0,4,0,0
5651.25,Withdrawal,ATM,5,91,1,2,0,0
48366.93,Withdrawal,Shopping,15,7,1,2,0,0
11610.37,Purchase,Travel,22,39,1,2,0,0
73843.6,Transfer,Electronics,6,54,0,3,0,1
69794.91,Refund,ATM,3,36,0,0,1,1
41339.04,Refund,ATM,13,64,1,5,0,1
36436.01,Purchase,Healthcare,10,97,1,2,1,0
12537.56,Withdrawal,Utility,11,30,1,1,1,0
18807.97,Payment,ATM,11,26,1,1,0,0
54479.82,Refund,Utility,23,16,0,1,1,1
34829.51,Deposit,Restaurant,13,77,0,0,0,0
44693.54,Withdrawal,Travel,22,66,1,1,0,0
14241.19,Purchase,Fuel,19,63,0,4,0,0
2203.95,Deposit,ATM,15,3,1,5,0,0
25764.85,Withdrawal,Utility,8,71,1,3,0,0
4247.72,Withdrawal,Utility,12,78,0,2,1,0
17742.2,Transfer,ATM,20,77,0,0,0,0
47859.46,Transfer,Utility,19,37,0,2,0,1
24607.65,Transfer,Electronics,10,75,1,4,0,0
74555.75,Purchase,Restaurant,10,54,0,3,0,1
14753.53,Purchase,Grocery,19,13,1,0,0,0
464.29,Withdrawal,Shopping,3,60,1,5,0,0
21874.32,Refund,Shopping,16,40,1,4,1,0
19409.96,Withdrawal,Electronics,21,93,0,2,0,0
50868.24,Deposit,Electronics,13,39,0,5,0,1
